Name,Value,Value Type,Type,Discount Class,Minimum Purchase Requirements,Combines with Order Discounts,Combines with Product Discounts,Combines with Shipping Discounts,Customer Selection,Times Used In Total,Applies Once Per Customer,Usage Limit Per Code,Status,Start,End
OFF8IN200 (2022-06-05 17:28),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-06-06 02:28:34 +0900,2022-06-22 02:28:34 +0900
OFF3IN50 (2022-06-05 16:02),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-06-06 01:02:33 +0900,2022-06-22 01:02:33 +0900
OFF5IN100 (2022-06-04 17:56),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-06-05 02:56:35 +0900,2022-06-21 02:56:35 +0900
OFF3IN50 (2022-06-04 16:02),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-06-05 01:02:10 +0900,2022-06-21 01:02:10 +0900
OFF8IN200 (2022-06-04 07:46),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-06-04 16:46:29 +0900,2022-06-20 16:46:29 +0900
80693273d3b2,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2022-06-04 10:05:53 +0900,
OFF5IN100 (2022-06-03 17:34),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-06-04 02:34:03 +0900,2022-06-20 02:34:03 +0900
OFF3IN50 (2022-06-03 15:41),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-06-04 00:41:27 +0900,2022-06-20 00:41:27 +0900
OFF8IN200 (2022-06-02 23:04),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-06-03 08:04:59 +0900,2022-06-19 08:04:59 +0900
OFF5IN100 (2022-06-02 16:03),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-06-03 01:03:04 +0900,2022-06-19 01:03:04 +0900
OFF3IN50 (2022-06-02 13:39),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-06-02 22:39:27 +0900,2022-06-18 22:39:27 +0900
OFF8IN200 (2022-06-01 17:50),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-06-02 02:50:12 +0900,2022-06-18 02:50:12 +0900
OFF3IN50 (2022-06-01 13:03),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-06-01 22:03:30 +0900,2022-06-17 22:03:30 +0900
OFF5IN100 (2022-06-01 11:36),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-06-01 20:36:41 +0900,2022-06-17 20:36:41 +0900
OFF8IN200 (2022-05-31 17:44),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-06-01 02:44:01 +0900,2022-06-17 02:44:01 +0900
OFF3IN50 (2022-05-31 13:02),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-31 22:02:56 +0900,2022-06-16 22:02:56 +0900
OFF5IN100 (2022-05-31 10:44),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-31 19:44:35 +0900,2022-06-16 19:44:35 +0900
5-Jun,-5,percentage,Amount Off,order,100,,,,all,13,1,,Expired,2022-05-31 16:33:54 +0900,2022-06-23 23:59:59 +0900
OFF8IN200 (2022-05-30 17:37),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-31 02:37:36 +0900,2022-06-16 02:37:36 +0900
OFF3IN50 (2022-05-30 11:43),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-30 20:43:27 +0900,2022-06-15 20:43:27 +0900
OFF5IN100 (2022-05-30 06:56),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-30 15:56:45 +0900,2022-06-15 15:56:45 +0900
FBT-BUNDLE-FA-181128BF8FD,-5,fixed_amount,Amount Off,product,230.38,,,,all,0,1,1,Active,2022-05-28 16:15:45 +0900,
OFF8IN200 (2022-05-29 17:27),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-30 02:27:55 +0900,2022-06-15 02:27:55 +0900
OFF3IN50 (2022-05-29 08:01),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-29 17:01:03 +0900,2022-06-14 17:01:03 +0900
OFF5IN100 (2022-05-29 04:53),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-29 13:53:35 +0900,2022-06-14 13:53:35 +0900
OFF8IN200 (2022-05-28 11:41),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-28 20:41:29 +0900,2022-06-13 20:41:29 +0900
OFF3IN50 (2022-05-28 08:01),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-28 17:01:03 +0900,2022-06-13 17:01:03 +0900
OFF5IN100 (2022-05-27 19:32),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-28 04:32:40 +0900,2022-06-13 04:32:40 +0900
OFF3IN50 (2022-05-27 08:01),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-27 17:01:02 +0900,2022-06-12 17:01:02 +0900
OFF5IN100 (2022-05-26 17:49),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-27 02:49:58 +0900,2022-06-12 02:49:58 +0900
OFF8IN200 (2022-05-26 17:41),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-27 02:41:46 +0900,2022-06-12 02:41:46 +0900
OFF3IN50 (2022-05-26 07:51),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-26 16:51:28 +0900,2022-06-11 16:51:28 +0900
OFF5IN100 (2022-05-25 17:46),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-26 02:46:55 +0900,2022-06-11 02:46:55 +0900
OFF8IN200 (2022-05-25 09:37),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-25 18:37:35 +0900,2022-06-10 18:37:35 +0900
OFF3IN50 (2022-05-25 07:29),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-25 16:29:27 +0900,2022-06-10 16:29:27 +0900
OFF5IN100 (2022-05-24 17:44),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-25 02:44:37 +0900,2022-06-10 02:44:37 +0900
OFF8IN200 (2022-05-24 08:08),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-24 17:08:29 +0900,2022-06-09 17:08:29 +0900
OFF3IN50 (2022-05-24 06:10),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-24 15:10:27 +0900,2022-06-09 15:10:27 +0900
8ba6304b0e91,-2,fixed_amount,Amount Off,order,,,,,all,1,,1,Active,2022-05-24 14:05:35 +0900,
OFF8IN200 (2022-05-23 05:56),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-23 14:56:29 +0900,2022-06-08 14:56:29 +0900
OFF3IN50 (2022-05-23 05:33),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-23 14:33:27 +0900,2022-06-08 14:33:27 +0900
OFF5IN100 (2022-05-23 04:01),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-23 13:01:35 +0900,2022-06-08 13:01:35 +0900
OFF3IN50 (2022-05-22 04:57),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-22 13:57:26 +0900,2022-06-07 13:57:26 +0900
OFF5IN100 (2022-05-21 20:26),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-22 05:26:41 +0900,2022-06-07 05:26:41 +0900
OFF8IN200 (2022-05-21 18:55),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-22 03:55:29 +0900,2022-06-07 03:55:29 +0900
OFF3IN50 (2022-05-21 04:06),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-21 13:06:27 +0900,2022-06-06 13:06:27 +0900
OFF5IN100 (2022-05-20 17:49),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-21 02:49:16 +0900,2022-06-06 02:49:16 +0900
OFF8IN200 (2022-05-20 17:37),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-21 02:37:35 +0900,2022-06-06 02:37:35 +0900
OFF3IN50 (2022-05-20 04:04),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-20 13:04:27 +0900,2022-06-05 13:04:27 +0900
OFF5IN100 (2022-05-19 17:41),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-20 02:41:51 +0900,2022-06-05 02:41:51 +0900
OFF3IN50 (2022-05-19 01:33),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-19 10:33:27 +0900,2022-06-04 10:33:27 +0900
OFF8IN200 (2022-05-18 20:57),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-19 05:57:29 +0900,2022-06-04 05:57:29 +0900
OFF5IN100 (2022-05-18 16:56),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-19 01:56:30 +0900,2022-06-04 01:56:30 +0900
SUMMER81,-8,fixed_amount,Amount Off,order,200,,,,all,1,1,,Expired,2022-05-18 10:40:36 +0900,2022-05-31 10:40:40 +0900
SUMMER5,-5,fixed_amount,Amount Off,order,100,,,,all,3,1,,Expired,2022-05-18 10:39:56 +0900,2022-05-31 23:59:59 +0900
SUMMER3,-3,fixed_amount,Amount Off,order,50,,,,all,0,1,,Expired,2022-05-18 10:39:03 +0900,2022-05-31 10:39:39 +0900
OFF3IN50 (2022-05-18 01:24),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-18 10:24:27 +0900,2022-06-03 10:24:27 +0900
OFF8IN200 (2022-05-17 17:52),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-18 02:52:39 +0900,2022-06-03 02:52:39 +0900
OFF3IN50 (2022-05-17 01:24),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-17 10:24:26 +0900,2022-06-02 10:24:26 +0900
OFF5IN100 (2022-05-16 18:48),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-17 03:48:34 +0900,2022-06-02 03:48:34 +0900
OFF8IN200 (2022-05-16 15:15),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-17 00:15:43 +0900,2022-06-02 00:15:43 +0900
QDKSY5Z54XX2,-25,fixed_amount,Amount Off,order,400,,,,all,0,1,,Active,2022-05-16 21:23:44 +0900,
SUMMER81 (2022-05-16 08:29),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-16 17:29:21 +0900,2022-05-27 17:29:21 +0900
SUMM81 (2022-05-16 08:28),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-16 17:28:46 +0900,2022-05-27 17:28:46 +0900
M0GCX1Q5KKZZ,-7,fixed_amount,Amount Off,order,100,,,,all,1,,1,Active,2022-05-16 12:24:53 +0900,
OFF3IN50 (2022-05-16 01:21),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-16 10:21:26 +0900,2022-06-01 10:21:26 +0900
OFF5IN100 (2022-05-15 18:41),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-16 03:41:34 +0900,2022-06-01 03:41:34 +0900
OFF8IN200 (2022-05-15 10:56),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-15 19:56:28 +0900,2022-05-31 19:56:28 +0900
OFF3IN50 (2022-05-15 00:33),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-15 09:33:26 +0900,2022-05-31 09:33:26 +0900
OFF5IN100 (2022-05-14 17:40),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-15 02:40:24 +0900,2022-05-31 02:40:24 +0900
7d92a8a03ee7,-24,fixed_amount,Amount Off,order,,,,,all,1,,1,Active,2022-05-14 21:57:06 +0900,
OFF3IN50 (2022-05-14 00:31),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-14 09:31:26 +0900,2022-05-30 09:31:26 +0900
OFF8IN200 (2022-05-13 17:40),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-14 02:40:04 +0900,2022-05-30 02:40:04 +0900
OFF5IN100 (2022-05-13 14:44),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-13 23:44:40 +0900,2022-05-29 23:44:40 +0900
OFF3IN50 (2022-05-12 23:31),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-13 08:31:01 +0900,2022-05-29 08:31:01 +0900
OFF8IN200 (2022-05-12 17:03),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-13 02:03:24 +0900,2022-05-29 02:03:24 +0900
OFF5IN100 (2022-05-12 14:39),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-12 23:39:34 +0900,2022-05-28 23:39:34 +0900
OFF3IN50 (2022-05-11 23:15),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-12 08:15:04 +0900,2022-05-28 08:15:04 +0900
OFF8IN200 (2022-05-11 15:47),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-12 00:47:29 +0900,2022-05-28 00:47:29 +0900
OFF5IN100 (2022-05-11 11:35),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-11 20:35:34 +0900,2022-05-27 20:35:34 +0900
0BFXYGMQ55AR,-5,fixed_amount,Amount Off,order,100,,,,all,0,1,,Active,2022-05-11 17:35:45 +0900,
PW4G63AB32EH,-12,fixed_amount,Amount Off,order,100,,,,all,0,1,,Active,2022-05-11 10:55:49 +0900,
JBFPHVCSYBX6,-8,fixed_amount,Amount Off,order,100,,,,all,0,1,,Active,2022-05-11 10:53:43 +0900,
OFF3IN50 (2022-05-10 23:01),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-11 08:01:01 +0900,2022-05-27 08:01:01 +0900
FBT-BUNDLE-FA-180AF18D209,-5,fixed_amount,Amount Off,product,241.71,,,,all,0,1,1,Expired,2022-05-09 15:53:00 +0900,2022-05-11 03:03:08 +0900
SUMMER3 (2022-05-10 06:23),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-10 15:23:22 +0900,2022-05-26 15:23:22 +0900
SUMMER8 (2022-05-10 06:22),-8,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-10 15:22:41 +0900,2022-05-26 15:22:41 +0900
OFF8IN200 (2022-05-10 03:27),-8,fixed_amount,Amount Off,order,200,,,,all,1,1,1,Expired,2022-05-10 12:27:29 +0900,2022-05-26 12:27:29 +0900
OFF5IN100 (2022-05-10 02:13),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-10 11:13:35 +0900,2022-05-26 11:13:35 +0900
OFF3IN50 (2022-05-09 19:31),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-10 04:31:33 +0900,2022-05-26 04:31:33 +0900
SUMMER3 (2022-05-09 11:42),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Active,2022-05-09 20:42:34 +0900,
SUMMER5 (2022-05-09 11:42),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Active,2022-05-09 20:42:08 +0900,
OFF5IN30 (2022-05-09 01:18),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-09 10:18:01 +0900,2022-06-09 10:18:01 +0900
OFF5IN100 (2022-05-08 20:15),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-09 05:15:35 +0900,2022-05-25 05:15:35 +0900
OFF3IN50 (2022-05-08 18:08),-3,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2022-05-09 03:08:32 +0900,2022-05-25 03:08:32 +0900
OFF8IN200 (2022-05-08 17:47),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-09 02:47:12 +0900,2022-05-25 02:47:12 +0900
OFF3IN50 (2022-05-07 17:56),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-08 02:56:06 +0900,2022-05-24 02:56:06 +0900
OFF5IN100 (2022-05-07 17:56),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-08 02:56:06 +0900,2022-05-24 02:56:06 +0900
OFF8IN200 (2022-05-07 01:54),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-07 10:54:34 +0900,2022-05-23 10:54:34 +0900
OFF3IN50 (2022-05-06 17:55),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-07 02:55:28 +0900,2022-05-23 02:55:28 +0900
OFF5IN100 (2022-05-06 17:54),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-07 02:54:56 +0900,2022-05-23 02:54:56 +0900
5OFFIN30 (2022-05-06 04:39),-5,percentage,Amount Off,order,,,,,all,0,1,1,Expired,2022-05-06 13:39:17 +0900,2022-06-06 13:39:17 +0900
JF5TO100,-5,fixed_amount,Amount Off,order,100,,,,all,1,1,,Active,2022-05-06 12:10:38 +0900,
OFF8IN200 (2022-05-06 00:56),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-06 09:56:29 +0900,2022-05-22 09:56:29 +0900
OFF3IN50 (2022-05-05 17:37),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-06 02:37:26 +0900,2022-05-22 02:37:26 +0900
OFF5IN100 (2022-05-05 17:32),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-06 02:32:41 +0900,2022-05-22 02:32:41 +0900
OFF8IN200 (2022-05-04 18:03),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-05 03:03:06 +0900,2022-05-21 03:03:06 +0900
OFF3IN50 (2022-05-04 16:10),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-05 01:10:27 +0900,2022-05-21 01:10:27 +0900
OFF5IN100 (2022-05-04 01:17),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-04 10:17:35 +0900,2022-05-20 10:17:35 +0900
OFF8IN200 (2022-05-03 17:54),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-04 02:54:17 +0900,2022-05-20 02:54:17 +0900
OFF3IN50 (2022-05-03 14:55),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-03 23:55:32 +0900,2022-05-19 23:55:32 +0900
OFF5IN100 (2022-05-02 22:11),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-03 07:11:34 +0900,2022-05-19 07:11:34 +0900
OFF3IN50 (2022-05-02 14:03),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-02 23:03:33 +0900,2022-05-18 23:03:33 +0900
OFF8IN200 (2022-05-02 13:21),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-02 22:21:35 +0900,2022-05-18 22:21:35 +0900
OFF5IN100 (2022-05-01 21:33),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-02 06:33:58 +0900,2022-05-18 06:33:58 +0900
OFF3IN50 (2022-05-01 13:38),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-05-01 22:38:51 +0900,2022-05-17 22:38:51 +0900
OFF8IN200 (2022-05-01 11:51),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-05-01 20:51:35 +0900,2022-05-17 20:51:35 +0900
OFF5IN100 (2022-04-30 19:12),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-05-01 04:12:05 +0900,2022-05-17 04:12:05 +0900
OFF3IN50 (2022-04-30 13:04),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-30 22:04:20 +0900,2022-05-16 22:04:20 +0900
OFF8IN200 (2022-04-29 20:15),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-30 05:15:52 +0900,2022-05-16 05:15:52 +0900
OFF5IN100 (2022-04-29 17:53),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-30 02:53:49 +0900,2022-05-16 02:53:49 +0900
OFF3IN50 (2022-04-29 12:49),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-29 21:49:38 +0900,2022-05-15 21:49:38 +0900
OFF8IN200 (2022-04-28 18:09),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-29 03:09:25 +0900,2022-05-15 03:09:25 +0900
OFF3IN50 (2022-04-28 11:05),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-28 20:05:50 +0900,2022-05-14 20:05:50 +0900
OFF5IN100 (2022-04-28 08:57),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-28 17:57:04 +0900,2022-05-14 17:57:04 +0900
OFF8IN200 (2022-04-27 18:03),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-28 03:03:04 +0900,2022-05-14 03:03:04 +0900
OFF3IN50 (2022-04-27 09:19),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-27 18:19:38 +0900,2022-05-13 18:19:38 +0900
OFF5IN100 (2022-04-27 01:23),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-27 10:23:10 +0900,2022-05-13 10:23:10 +0900
OFF3IN50 (2022-04-26 08:34),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-26 17:34:58 +0900,2022-05-12 17:34:58 +0900
OFF5IN100 (2022-04-25 20:24),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-26 05:24:01 +0900,2022-05-12 05:24:01 +0900
OFF8IN200 (2022-04-25 18:01),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-26 03:01:04 +0900,2022-05-12 03:01:04 +0900
OFF3IN50 (2022-04-25 08:06),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-25 17:06:21 +0900,2022-05-11 17:06:21 +0900
OFF8IN200 (2022-04-24 17:55),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-25 02:55:21 +0900,2022-05-11 02:55:21 +0900
OFF5IN100 (2022-04-24 17:47),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-25 02:47:46 +0900,2022-05-11 02:47:46 +0900
OFF3IN50 (2022-04-24 08:01),-3,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2022-04-24 17:01:50 +0900,2022-05-10 17:01:50 +0900
OFF8IN200 (2022-04-23 17:49),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-24 02:49:05 +0900,2022-05-10 02:49:05 +0900
OFF5IN100 (2022-04-23 10:55),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-23 19:55:39 +0900,2022-05-09 19:55:39 +0900
OFF3IN50 (2022-04-23 08:01),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-23 17:01:39 +0900,2022-05-09 17:01:39 +0900
OFF3IN50 (2022-04-22 07:05),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-22 16:05:25 +0900,2022-05-08 16:05:25 +0900
OFF5IN100 (2022-04-22 02:51),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-22 11:51:16 +0900,2022-05-08 11:51:16 +0900
OFF8IN200 (2022-04-21 19:39),-8,fixed_amount,Amount Off,order,200,,,,all,1,1,1,Expired,2022-04-22 04:39:57 +0900,2022-05-08 04:39:57 +0900
OFF3IN50 (2022-04-21 07:02),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-21 16:02:13 +0900,2022-05-07 16:02:13 +0900
HY23Y92AFX0J,-30,fixed_amount,Amount Off,order,90,,,,all,1,1,,Active,2022-04-21 13:52:23 +0900,
OFF5IN100 (2022-04-21 01:00),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-21 10:00:04 +0900,2022-05-07 10:00:04 +0900
OFF8IN200 (2022-04-20 18:08),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-21 03:08:14 +0900,2022-05-07 03:08:14 +0900
OFF3IN50 (2022-04-20 06:51),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-20 15:51:31 +0900,2022-05-06 15:51:31 +0900
OFF5IN100 (2022-04-20 00:33),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-20 09:33:56 +0900,2022-05-06 09:33:56 +0900
OFF8IN200 (2022-04-19 18:03),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-20 03:03:40 +0900,2022-05-06 03:03:40 +0900
OFF3IN50 (2022-04-19 05:53),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-19 14:53:30 +0900,2022-05-05 14:53:30 +0900
FBT-BUNDLE-FA-180405743F4,-5,fixed_amount,Amount Off,product,241.71,,,,all,0,1,1,Expired,2022-04-17 16:13:42 +0900,2022-04-19 14:42:06 +0900
OFF5IN100 (2022-04-18 18:01),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-19 03:01:54 +0900,2022-05-05 03:01:54 +0900
OFF8IN200 (2022-04-18 18:01),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-19 03:01:54 +0900,2022-05-05 03:01:54 +0900
OFF3IN50 (2022-04-18 05:41),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-18 14:41:30 +0900,2022-05-04 14:41:30 +0900
OFF5IN100 (2022-04-17 17:50),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-18 02:50:17 +0900,2022-05-04 02:50:17 +0900
OFF8IN200 (2022-04-17 09:20),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-17 18:20:14 +0900,2022-05-03 18:20:14 +0900
OFF3IN50 (2022-04-17 05:04),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-17 14:04:30 +0900,2022-05-03 14:04:30 +0900
OFF5IN100 (2022-04-16 03:33),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2022-04-16 12:33:56 +0900,2022-05-02 12:33:56 +0900
OFF3IN50 (2022-04-16 03:32),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-16 12:32:30 +0900,2022-05-02 12:32:30 +0900
OFF8IN200 (2022-04-15 20:03),-8,fixed_amount,Amount Off,order,200,,,,all,0,1,1,Expired,2022-04-16 05:03:15 +0900,2022-05-02 05:03:15 +0900
OFF3IN50 (2022-04-15 02:52),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2022-04-15 11:52:31 +0900,2022-05-01 11:52:31 +0900
